2915, 0_1_0_BEDOELEN-IK, 1, val
48447, 0_14_0_CENT, T, train
5417, 0_3_0_SOEP-A, B, train
1084, 0_1_0_WEG-F, 1, train
4437, 0_14_0_NIEUW-D, T, train
1595, 0_7_0_KOFFER-A, S, train
2071, 0_1_0_TIJD-C, 1, train
5413, 0_10_0_TOEKOMST-C, B_bent, train
46985, 0_3_0_DEUK, B, train
2696, 0_6_0_COLLEGA, C, train
709, 0_3_0_BLACKBERRY-A, B, train
2988, 0_20_0_TELHAND, W, train
44019, 0_1_0_RUIKEN-B, 1, train
2761, 0_7_0_HOMO-C, S, train
103, 0_4_0_KAMMEN-A, Money, train
1631, 0_1_0_KWARTIER-3, 1, train
46926, 0_3_0_BRAZILIE-D, B, train
541, 0_20_0_BESTAAN-D, W, train
2884, 0_1_0_TAND, 1, train
3014, 0_3_0_HELPEN-C, B, train
771, 0_11_0_SLAGER-A, A, train
46207, 0_18_0_KALKOEN-B, K, val
841, 0_1_0_OM, 1, train
43950, 0_18_0_KENIA, K, val
46835, 0_9_0_SCOUTING, V, train
2903, 0_11_0_6-A, A, train
1445, 0_3_0_SLAPEN-A, B, train
2307, 0_11_0_MAART-C, A, train
4527, 0_1_0_ZIN-IN-D, 1, train
930, 0_12_0_REAGEREN-A, 1_curved, train
49060, 0_3_0_DOOR-C, B, train
47077, 0_3_0_IRAK-B, B, train
48359, 0_1_0_STRING-B, 1, train
3049, 0_24_0_MIS-C, Y, train
2086, 0_9_0_TWEEEN-A, V, train
117, 0_2_0_CLOWN, C_spread, train
2829, 0_3_0_BULT-B, B, train
47515, 0_23_0_ADIDAS, 3, test
3368, 0_10_0_BINNENKORT-B, B_bent, train
636, 0_14_0_DOKTER-B, T, train
1802, 0_1_0_OUDER-B, 1, train
396, 0_4_0_LOLLY, Money, train
3419, 0_2_0_ROLSTOEL-ELECTRISCH, C_spread, train
43957, 0_19_0_REIZEN-D, V_curved, train
475, 0_2_0_CENTRUM, C_spread, train
4670, 0_5_0_VAN-UDEN, Baby_C, train
378, 0_1_0_ROOD-A, 1, train
3201, 0_21_0_MAX-VONK, M, test
1305, 0_7_0_MEE, S, train
3668, 0_3_0_OVERGANG, B, train
2638, 0_1_0_GEZICHT-A, 1, train
463, 0_5_0_MEI-A, Baby_C, train
3646, 0_14_0_BETEKENEN-C, T, train
2072, 0_4_0_SMOES, Money, train
40190, 0_12_0_X-A, 1_curved, train
44094, 0_22_0_JORDANIE, L, train
3062, 0_10_0_BLOZEN, B_bent, train
49238, 0_4_0_HONGARIJE-C, Money, train
44359, 0_7_0_MOEILIJK-C, S, train
1503, 0_19_0_NEUSGATEN, V_curved, train
4508, 0_9_0_IS-B, V, train
2681, 0_26_0_JAAR-A, I, test
4184, 0_9_0_ZICH-BEDENKEN-A, V, train
4578, 0_7_0_KOSOVO, S, train
48744, 0_7_0_KUNNEN-NIET-D, S, train
1198, 0_20_0_DOEN-B, W, train
2575, 0_29_0_KIJKEN-C, B_curved, test
2818, 0_15_0_WONEN-B, Baby_O, test
3824, 0_33_0_#Q, Baby_beak_open, val
3174, 0_6_0_ABONNEMENT-A, C, train
3820, 0_21_0_#M, M, test
46998, 0_2_0_JETLAG, C_spread, train
44372, 0_13_0_PROCENT-E, O, val
44162, 0_33_0_LEUK-C, Baby_beak_open, test
2995, 0_22_0_TELHAND, L, train
369, 0_12_0_SLIKKEN-A, 1_curved, train
88, 0_1_0_SCHIETEN-C, 1, train
2304, 0_20_0_WORDEN, W, train
3024, 0_19_0_RINKELEN, V_curved, train
40208, 0_5_0_GLAS-D, Baby_C, train
2576, 0_16_0_RUIMTE-A, 5, train
46942, 0_3_0_BENNEKOM, B, train
49098, 0_3_0_POLEN-C, B, train
4629, 0_25_0_SERVIE-B, Beak_spread, val
1888, 0_3_0_ZEE, B, train
45808, 0_9_0_SLANG, V, train
297, 0_14_0_VANDAAR-B, T, train
1077, 0_4_0_VERKOPEN-A, Money, train
758, 0_5_0_WOORD-B, Baby_C, train
455, 0_12_0_VLEES-A, 1_curved, train
46240, 0_4_0_ESPRESSO, Money, train
48810, 0_3_0_RICHTEN, B, train
2239, 0_5_0_ENGELAND-A, Baby_C, train
47203, 0_3_0_DALEN, B, train
3953, 0_5_0_GLAS-C, Baby_C, train
371, 0_8_0_BESTEMPELEN-C, N, train
2920, 0_11_0_BEWAKEN, A, train
1056, 0_18_0_KLAGEN-B, K, test
46084, 0_14_0_MARKER, T, train
2969, 0_1_0_OOR-A, 1, train
209, 0_3_0_LIEF-B, B, train
4045, 0_7_0_JUF-DINY, S, train
615, 0_10_0_VANDAAR-A, B_bent, train
47763, 0_2_0_LELIJK-B, C_spread, train
47015, 0_5_0_RIJK-C, Baby_C, train
4630, 0_3_0_VOLWASSEN-B, B, train
808, 0_10_0_LAND-A, B_bent, train
1933, 0_24_0_KIKKER-B, Y, train
2392, 0_3_0_WETEN-B, B, train
4613, 0_16_0_KENNEN-NIET-A, 5, train
2102, 0_3_0_WILLEN-B, B, train
1002, 0_14_0_PRATEN-D, T, train
44065, 0_16_0_EIGENLIJK, 5, train
172, 0_1_0_VORIGE, 1, train
2842, 0_4_0_SCHUUR, Money, train
432, 0_5_0_EI-A, Baby_C, train
2076, 0_16_0_ERG-B, 5, train
95, 0_11_0_ACHTER-A, A, train
4122, 0_4_0_BARENDRECHT, Money, train
1576, 0_5_0_LACHEN-C, Baby_C, train
2683, 0_22_0_NOG-NIET, L, train
4711, 0_2_0_OP-A, C_spread, train
2860, 0_1_0_ARM-A, 1, train
847, 0_2_0_EMPOWERMENT, C_spread, train
3054, 0_3_0_RECHTSTREEKS, B, train
2440, 0_11_0_CANADA-A, A, train
1677, 0_8_0_NOORWEGEN, N, train
2091, 0_17_0_44-A, 4, test
48007, 0_3_0_LAAT-MAAR-B, B, train
1043, 0_3_0_BUITEN-B, B, train
3060, 0_7_0_ZWAARD, S, train
2402, 0_7_0_RELATIE-A, S, train
2602, 0_1_0_UUR-A, 1, train
480, 0_1_0_GEWOON-A, 1, train
517, 0_1_0_VADER-A, 1, train
46129, 0_12_0_ZEEPAARD, 1_curved, train
968, 0_12_0_GENERATIE-B, 1_curved, train
4706, 0_3_0_WEST-B, B, train
317, 0_1_0_INDRUKKEN-A, 1, train
3951, 0_6_0_ZUIPEN-A, C, train
1417, 0_1_0_VINGER-OPSTEKEN, 1, train
4394, 0_5_0_MAAT-SAGITTAAL-A, Baby_C, train
3961, 0_16_0_HAND-OP-BORST, 5, train
2444, 0_22_0_2-B, L, train
2994, 0_11_0_TELHAND, A, train
48977, 0_17_0_OM-DE-4-WEKEN, 4, test
1885, 0_20_0_WEEKEND-B, W, train
44024, 0_1_0_ACHTER-D, 1, train
45982, 0_4_0_ZWACHTEL, Money, train
484, 0_10_0_HIER, B_bent, train
1628, 0_8_0_BEDANKEN-C, N, train
2015, 0_23_0_33-A, 3, test
2809, 0_33_0_STEM-C, Baby_beak_open, test
2862, 0_1_0_ELLEBOOG, 1, train
4210, 0_20_0_DRIEEN-B, W, train
146, 0_3_0_VROEGER-A, B, train
1478, 0_1_0_MEER-A, 1, train
1831, 0_3_0_GOLF, B, train
1728, 0_17_0_REGENBOOG-A, 4, test
3829, 0_9_0_#V, V, train
965, 0_1_0_GAAN-NAAR-A, 1, train
47046, 0_24_0_BOEDAPEST-A, Y, train
2780, 0_14_0_NUMMER-C, T, train
4597, 0_11_0_ESTLAND, A, train
2122, 0_1_0_ORAAL-B, 1, train
48357, 0_14_0_STRING-A, T, train
4651, 0_14_0_TE, T, train
4641, 0_4_0_AANGELIJND-A, Money, train
44384, 0_9_0_REFLECTEREN, V, train
2984, 0_11_0_TELHAND, A, train
165, 0_3_0_KLOK-A, B, train
3458, 0_3_0_INDIAAN-B, B, train
1597, 0_4_0_TAS, Money, train
759, 0_7_0_BESTEMPELEN-A, S, train
46290, 0_30_0_ERWT-A, Baby_beak, test
46633, 0_1_0_MASCARA, 1, train
2225, 0_2_0_EINDHOVEN, C_spread, train
2707, 0_3_0_OOK-A, B, train
291, 0_3_0_BRABANT-B, B, train
46288, 0_13_0_SPRUITJES-B, O, val
3012, 0_10_0_KINDERACHTIG-A, B_bent, train
1039, 0_2_0_BAKVIS, C_spread, train
2406, 0_9_0_DUBBEL-A, V, train
4557, 0_14_0_FRANKRIJK-D, T, train
2462, 0_7_0_EMOTIE-A, S, train
605, 0_1_0_STRAF-C, 1, train
2956, 0_1_0_LIP, 1, train
2978, 0_14_0_SORRY-C, T, train
1468, 0_3_0_MEER-D, B, train
659, 0_8_0_ZIEKENHUIS-A, N, train
2887, 0_1_0_TIJD-A, 1, train
1818, 0_9_0_HEFTRUCK-A, V, train
2231, 0_4_0_KARWEI, Money, train
157, 0_7_0_COMMUNIST, S, train
1598, 0_7_0_COLLECTEREN, S, train
1090, 0_24_0_BELLEN, Y, train
1863, 0_15_0_SCHOOL-D, Baby_O, test
4555, 0_3_0_BELGIE-B, B, train
2975, 0_7_0_SEPTEMBER-B, S, train
2735, 0_19_0_BATTERIJ-A, V_curved, train
1558, 0_7_0_HAND-SCHUDDEN-A, S, train
4354, 0_21_0_MAASTRICHT-B, M, test
2284, 0_1_0_EVEN-DENKEN-A, 1, train
3265, 0_34_0_INSEMINEREN, Beak, test
2743, 0_17_0_CI-C, 4, test
37361, 0_9_0_VORK-A, V, train
48317, 0_23_0_ENKHUIZEN, 3, test
3092, 0_4_0_GEHOORAPPARAAT-D, Money, train
1081, 0_9_0_VOORZIENINGEN, V, train
2714, 0_3_0_SLAGER-B, B, train
44078, 0_16_0_AANWEZIG-B, 5, train
44100, 0_1_0_NEE-F, 1, train
48803, 0_4_0_GOEDKOOP-E, Money, train
4196, 0_28_0_21-A, Other, val
1050, 0_19_0_GRIJS-C, V_curved, train
47983, 0_7_0_SNORKEL, S, train
3979, 0_29_0_KATHOLIEK-C, B_curved, test
1286, 0_16_0_WEG-D, 5, train
2844, 0_14_0_WAAR-D, T, train
46296, 0_4_0_SATE-A, Money, train
187, 0_1_0_WIJ-A, 1, train
2241, 0_8_0_SLOVENIE, N, train
3677, 0_34_0_SENSEO-J, Beak, test
389, 0_1_0_AVOND-B, 1, train
390, 0_9_0_STIK-D, V, train
1123, 0_1_0_ROUTE-A, 1, train
772, 0_7_0_SCHAKELEN-A, S, train
48833, 0_34_0_PITTIG, Beak, test
47509, 0_11_0_AMAZONE-A, A, train
977, 0_1_0_KONING, 1, train
1860, 0_29_0_SCHAAP-C, B_curved, train
2226, 0_9_0_VOORBURG, V, train
44304, 0_14_0_VOORDEEL-D, T, train
3457, 0_9_0_INDIAAN-A, V, train
2451, 0_22_0_7-A, L, train
2980, 0_7_0_STRENG, S, train
2932, 0_1_0_DOOF-A, 1, train
979, 0_8_0_MEE-EENS-A, N, train
44097, 0_12_0_HERSENEN-C, 1_curved, train
2379, 0_16_0_SCHRIKKEN-A, 5, train
49051, 0_2_0_BOOS-F, C_spread, train
3275, 0_24_0_ZELF-B, Y, train
48403, 0_1_0_NORMANDIE, 1, train
3169, 0_20_0_HOED-B, W, train
306, 0_7_0_FOUT-C, S, train
2894, 0_15_0_0-C, Baby_O, test
48921, 0_14_0_THEORIE-B, T, train
690, 0_7_0_STORM, S, train
282, 0_7_0_SANDRA-GRIFFIJN, S, train
47928, 0_11_0_ZELFMOORD-B, A, train
781, 0_8_0_ECHT-B, N, train
2693, 0_9_0_BRUS-A, V, train
47310, 0_5_0_STROOPWAFEL-A, Baby_C, train
2082, 0_4_0_NOVEMBER-A, Money, train
46649, 0_9_0_MEXICO-A, V, train
194, 0_19_0_UITSTAPPEN, V_curved, train
49077, 0_1_0_DUITSLAND-E, 1, train
44022, 0_5_0_KANO-D, Baby_C, train
36673, 0_1_0_OVERKANT, 1, train
2958, 0_21_0_MAART-B, M, test
46613, 0_5_0_SCANNEN-A, Baby_C, train
46155, 0_2_0_FRUIT-B, C_spread, train
47454, 0_4_0_PREMIER, Money, train
1072, 0_7_0_STOUT-B, S, train
45963, 0_3_0_SCHAAFWOND, B, train
44139, 0_21_0_MARINA-ROMKEMA, M, test
1457, 0_1_0_DOM-B, 1, train
44148, 0_4_0_HENGELO, Money, train
4524, 0_4_0_METSELEN-B, Money, train
2523, 0_14_0_PRATEN-C, T, train
2868, 0_1_0_HOP:1, 1, train
1788, 0_16_0_WILLEN-NIET, 5, train
1881, 0_11_0_VREEMD-A, A, train
48970, 0_6_0_METEOOR, C, train
1410, 0_19_0_SENSEO-E, V_curved, train
2929, 0_5_0_DEEL-A, Baby_C, train
4723, 0_12_0_OPHANGEN-A, 1_curved, train
889, 0_1_0_ATTENTIE, 1, train
47502, 0_5_0_KASTANJE, Baby_C, train
4353, 0_21_0_MAASTRICHT-A, M, train
1898, 0_14_0_GEZOND-B, T, train
1435, 0_14_0_MEER-C, T, train
4620, 0_4_0_INTERVIEW-A, Money, train
1903, 0_26_0_IEDEREEN-B, I, test
2745, 0_2_0_CLUB-A, C_spread, train
533, 0_1_0_1000-A, 1, train
943, 0_11_0_ALSOF-A, A, train
1809, 0_1_0_SPLEETOOG, 1, train
3188, 0_12_0_KANG-SUK-BYUN, 1_curved, train
1040, 0_3_0_BEDANKEN-A, B, train
2157, 0_1_0_DRUPPELEN, 1, train
2089, 0_4_0_TANDENPOETSEN-A, Money, train
596, 0_4_0_SLAAN-A, Money, train
502, 0_1_0_PROEVEN-A, 1, train
46634, 0_17_0_WIMPERS, 4, train
950, 0_4_0_BESTELLEN-C, Money, train
47305, 0_2_0_GEERT-WILDERS-B, C_spread, train
2847, 0_23_0_30-A, 3, test
48283, 0_2_0_KABOUTER-A, C_spread, train
46293, 0_21_0_MAYONAISE-B, M, train
395, 0_12_0_JOOD-A, 1_curved, train
970, 0_11_0_GRAP-A, A, train
49093, 0_2_0_ROMANTISCH-A, C_spread, train
41090, 0_3_0_JOEGOSLAVIE-B, B, train
1830, 0_5_0_GLAS-A, Baby_C, train
896, 0_3_0_HALT, B, train
1839, 0_22_0_LINKS, L, train
795, 0_1_0_DAN-A, 1, train
46982, 0_3_0_BRUG-DICHT, B, train
46569, 0_3_0_PERSPECTIEF, B, train
3193, 0_7_0_RICHARD-BANK, S, train
3026, 0_2_0_VERDOMME-B, C_spread, train
47421, 0_9_0_KERS-A, V, train
1107, 0_1_0_MOORD-C, 1, train
1733, 0_15_0_TAAL-D, Baby_O, test
201, 0_10_0_LOGEREN-B, B_bent, train
78, 0_26_0_INDIVIDUEEL, I, test
2397, 0_1_0_DAG, 1, train
628, 0_2_0_KLAGEN-C, C_spread, train
46767, 0_17_0_ROME-A, 4, train
363, 0_3_0_HAKKEN, B, train
1688, 0_6_0_CATHARIJNE83, C, train
1272, 0_16_0_AFRIKA-B, 5, train
2514, 0_24_0_WELKE-A, Y, train
4061, 0_12_0_JOSEP-QUER, 1_curved, train
47320, 0_17_0_LASAGNE-A, 4, train
47673, 0_13_0_BARACK-OBAMA, O, test
3307, 0_2_0_KRAAN, C_spread, train
2702, 0_4_0_KOPJE-B, Money, train
2613, 0_3_0_GOD, B, train
2763, 0_1_0_HOOFD-B, 1, train
45747, 0_3_0_DOLFIJN, B, train
48448, 0_6_0_CIJFER-C, C, train
45695, 0_3_0_BEVER, B, train
1740, 0_8_0_SNUFFELEN, N, train
3089, 0_14_0_GEHOORAPPARAAT-C, T, train
4708, 0_14_0_ARCHITECT, T, train
46568, 0_7_0_MUSEUM-A, S, train
464, 0_11_0_SLECHT-A, A, train
2721, 0_3_0_VAN-C, B, train
2603, 0_14_0_LEEGHOOFD-A, T, train
2286, 0_16_0_OH, 5, train
2709, 0_7_0_OUD-A, S, train
1380, 0_3_0_ACHTERUITGANG, B, train
3852, 0_12_0_JUFFROUW-SANDERS, 1_curved, train
3489, 0_11_0_WINNEN-C, A, train
1709, 0_3_0_ALLEMAAL-B, B, train
44281, 0_10_0_MEISJE-C, B_bent, train
2087, 0_3_0_TWEEEN-B, B, train
2423, 0_1_0_VINGER, 1, train
2845, 0_8_0_ZWART-B, N, train
2704, 0_22_0_LUNCH, L, train
1439, 0_3_0_WEER, B, train
46176, 0_24_0_YOGHURT-B, Y, train
4163, 0_20_0_WENNEN-B, W, train
2888, 0_1_0_WIT, 1, train
800, 0_10_0_DAN-B, B_bent, train
1353, 0_12_0_BEUGEL, 1_curved, train
2893, 0_14_0_0-B, T, train
1306, 0_9_0_MENEER-B, V, train
495, 0_1_0_NOG-B, 1, train
2464, 0_16_0_EMOTIE-B, 5, train
3199, 0_20_0_WENDELA-WENDELAAR, W, train
2870, 0_1_0_MAAND-B, 1, train
4653, 0_14_0_AANGELIJND-C, T, train
45872, 0_12_0_PAPEGAAI-B, 1_curved, train
917, 0_13_0_MOOI-B, O, test
14, 0_3_0_WALGELIJK-A, B, train
2861, 0_19_0_DOKTER-A, V_curved, train
47446, 0_3_0_WAND, B, train
48386, 0_1_0_OVAAL, 1, train
2726, 0_9_0_WIE-D, V, train
3158, 0_18_0_NOG-D, K, test
1729, 0_4_0_GORDIJN-A, Money, train
1488, 0_14_0_SIMPEL, T, train
46908, 0_3_0_MOROGORO, B, train
2185, 0_3_0_BLIND-C, B, train
46292, 0_4_0_MAYONAISE-A, Money, train
341, 0_11_0_ALLEEN-C, A, train
1282, 0_2_0_LAWAAI-A, C_spread, train
995, 0_5_0_OUDSTE-B, Baby_C, train
1491, 0_14_0_TEVEEL, T, train
942, 0_4_0_ADVIES, Money, train
44021, 0_1_0_GEEN-ZIN-C, 1, train
4595, 0_22_0_LETLAND, L, train
4364, 0_15_0_STRAKS-B, Baby_O, test
48974, 0_6_0_ABONNEMENT-C, C, train
1031, 0_24_0_WIE-B, Y, train
649, 0_18_0_KLOPT-A, K, test
2934, 0_1_0_DOOF-C, 1, train
2374, 0_3_0_KRIJGEN-B, B, train
1592, 0_9_0_HUREN-A, V, train
3821, 0_8_0_#N, N, train
1024, 0_4_0_VOORSTEL, Money, train
734, 0_7_0_VERSLAAN, S, train
46925, 0_2_0_OVERDRIJVEN-B, C_spread, train
4686, 0_3_0_EMOTIE-C, B, train
46754, 0_1_0_MONGOLIE, 1, train
2437, 0_20_0_80-A, W, train
4586, 0_3_0_TSJECHIE-A, B, train
46922, 0_3_0_CUBA-B, B, train
2957, 0_21_0_MAANDAG-B, M, train
2751, 0_9_0_ELEKTRICITEIT-C, V, train
1699, 0_24_0_IEDEREEN-C, Y, train
47328, 0_20_0_WIET-A, W, train
4510, 0_9_0_SPUGEN-A, V, train
47535, 0_5_0_LEXICON, Baby_C, train
2688, 0_9_0_TWEEEN-D, V, train
2003, 0_16_0_VERWARD-A, 5, train
1346, 0_1_0_UIT-A, 1, train
2918, 0_8_0_BELOVEN-A, N, train
46575, 0_12_0_GRAFFITI, 1_curved, train
380, 0_32_0_DEFTIG, 5m, test
