1, OUD-B-4, 44, Baby_C, R
1, PT-1hand-2492, 4, 1, L
1, OOG, 4, 1, R
1, GEWOON-A-68, 4, 1, R
1, KUNNEN-A-403, 17, S, R
1, PT-1hand:1-1562, 4, 1, R
1, 1-A-81, 4, 1, R
1, MAN-A-45, 26, Beak_open, R
1, DAN-A-82, 4, 1, L
1, WAT-A-10, 4, 1, R
1, PRATEN-C-14, 18, T, R
1, DOM-A-3, 17, S, R
1, PT-1hand-1306, 4, 1, L
1, NOVEMBER-A-1, 36, Money, R
1, MOOI-A-24, 18, T, R
1, PT-1hand-1210, 4, 1, L
1, JAMMER-A-1, 17, S, R
1, DENKEN-88, 4, 1, L
1, IDEE-2, 4, 1, R
1, ROOD-10, 4, 1, R
1, GOED-A-245, 1, A, R
1, OPNEMEN-A-61, 26, Beak_open, L
1, DOOF-A-125, 4, 1, R
1, WAT-C-8, 2, B, L
1, KUNNEN-A-376, 17, S, R
1, BOVEN-5, 27, B_bent, R
1, PRATEN-A-9, 26, Beak_open, R
1, REMMEN-B-1, 17, S, L
1, PT-1hand-2746, 4, 1, L
1, #H-6, 9, N, L
1, OPNEMEN-A-9, 26, Beak_open, L
1, PT-1hand-583, 4, 1, R
1, HEBBEN-B-9, 26, Beak_open, L
1, #H-4, 9, N, L
1, RUIMTE-A-88, 25, 5, R
1, KUNNEN-A-151, 17, S, L
1, WEG-B-54, 2, B, R
1, NEE-C-1, 4, 1, R
1, MOOI-B-11, 14, O, R
1, MOETEN-A-45, 4, 1, R
1, MEESTAL, 17, S, R
1, 1-A-246, 4, 1, R
1, GELUID-6, 4, 1, R
1, OMDAT-A-60, 17, S, R
1, PT-1hand-2626, 4, 1, L
1, PT-1hand:1-237, 4, 1, L
1, PT-1hand-1780, 4, 1, R
1, NA-B-8, 2, B, L
1, VERDOMME-A, 19, V, R
1, PT-1hand-2389, 4, 1, L
1, PT-1hand:1-2357, 4, 1, L
1, VINGERSPELLEN-18, 37, C_spread, R
1, 3-A-4, 21, W, R
1, OPNEMEN-A-2, 26, Beak_open, R
1, MOETEN-A-8, 4, 1, L
1, PT-1hand-4267, 4, 1, L
1, AF-B-3, 24, Baby_O, R
1, DOOF-B-96, 9, N, R
1, 4-A-18, 30, 4, R
1, PROBEREN-A-28, 9, N, L
1, PT-1hand:1-2658, 4, 1, L
1, BEDOELEN-50, 4, 1, L
1, GAAN-11, 4, 1, L
1, DAN-A-113, 4, 1, R
1, HEBBEN-A-153, 2, B, R
1, HOOG-10, 27, B_bent, R
1, DOOF-B-47, 9, N, L
1, PT-1hand-2350, 4, 1, R
1, HOREN-A-11, 4, 1, R
1, 1-A-224, 4, 1, L
1, PT-1hand:1-2080, 4, 1, L
1, EINDELIJK-A-10, 25, 5, L
1, EERST-16, 4, 1, R
1, DENKEN-55, 4, 1, R
1, PT-1hand:1-988, 4, 1, L
1, NIET-A-18, 4, 1, R
1, PT-1hand:1-2286, 4, 1, R
1, PT-1hand-263, 4, 1, R
1, ALS-B-4, 23, Y, L
1, PAS-A-21, 27, B_bent, R
1, NU-A-140, 4, 1, R
1, 70-A-2, 12, L, R
1, NIEUW-B-32, 23, Y, R
1, PT-1hand-4698, 4, 1, L
1, GELD-39, 36, Money, R
1, ANDERS-A-31, 1, A, R
1, STEM-A-14, 4, 1, R
1, MEE-10, 17, S, R
1, PRETTIG-A-12, 18, T, R
1, PT-1hand-1108, 4, 1, L
1, PT-1hand-1266, 4, 1, R
1, PT-1hand:1-2114, 4, 1, L
1, BEDOELEN-94, 4, 1, R
1, TELHAND+1-A-1, 1, A, L
1, GOED-A-301, 1, A, R
1, MOOI-A-115, 18, T, L
1, PT-Bhand-11, 2, B, R
1, DOOF-A-7, 4, 1, R
1, HOOG-11, 27, B_bent, R
1, PT-1hand-4768, 4, 1, L
1, KIJKEN-A-149, 19, V, R
1, PT-1hand:1-561, 4, 1, R
1, PT-1hand:1-340, 4, 1, L
1, PT-1hand-1186, 4, 1, L
1, KOMEN-A-80, 4, 1, R
1, PT-1hand-4377, 4, 1, R
1, ERG-A-50, 18, T, R
1, POES-C-51, 45, Baby_beak, R
1, KOMEN-A-136, 4, 1, R
1, PERSOON-A-50, 44, Baby_C, R
1, PT-1hand-4381, 4, 1, L
1, PT-1hand-2672, 4, 1, R
1, DOOF-A-56, 4, 1, R
1, KERMIS-B, 41, V_curved, L
1, EVEN-DENKEN-B-4, 44, Baby_C, L
1, PT-1hand:1-46, 4, 1, R
1, PT-1hand:1-2435, 4, 1, L
1, NIKS-C-5, 14, O, R
1, WATER-C-6, 43, 5m, L
1, PT-1hand-756, 4, 1, R
1, HEBBEN-A-100, 2, B, R
1, DENKEN-200, 4, 1, R
1, KUNNEN-A-303, 17, S, R
1, LANG-A-16, 2, B, L
1, LELIJK-B-1, 37, C_spread, R
1, PT-1hand-1826, 4, 1, L
1, PT-1hand-1597, 4, 1, R
1, GELUK-B-3, 2, B, L
1, GROOT-HORIZONTAAL-E-1, 42, Beak, R
1, PT-1hand:1-1791, 4, 1, R
1, MOE-A, 27, B_bent, R
1, KIJKEN-A-35, 19, V, R
1, OOK-A-34, 2, B, L
1, PT-1hand-4557, 4, 1, R
1, PT-1hand-3955, 4, 1, R
1, GOED-A-149, 1, A, L
1, BEWAKEN, 1, A, R
1, NAAST-12, 2, B, L
1, PT-1hand-2535, 4, 1, L
1, DENKEN-171, 4, 1, R
1, PT-1hand-2221, 4, 1, R
1, TWEEEN-C-5, 4, 1, R
1, KIJKEN-A-263, 19, V, R
1, BEDOELEN-90, 4, 1, R
1, PT-1hand-4884, 4, 1, R
1, PT-1hand-1246, 4, 1, L
1, MATTHIJS-TERPSTRA, 13, M, L
1, OOK-A-56, 2, B, L
1, ANDERS-A-42, 1, A, R
1, PRATEN-A-95, 26, Beak_open, R
1, GOED-A-350, 1, A, L
1, PT-1hand:1-345, 4, 1, R
1, PT-1hand-1724, 4, 1, R
1, PT-1hand-4920, 4, 1, R
1, HANDREM-B-1, 17, S, R
1, ERGENS-A-5, 25, 5, R
1, NEE-C-3, 4, 1, R
1, PT-1hand-2863, 4, 1, L
1, VOORWAARTS, 2, B, R
1, KIND-A-25, 2, B, R
1, PIJN-A-7, 25, 5, R
1, PT-1hand:1-2469, 4, 1, R
1, PT-1hand:1-1838, 4, 1, R
1, DOOF-C-79, 4, 1, L
1, PT-1hand-4086, 4, 1, R
1, MEESTER-HOOGEVEEN, 2, B, L
1, PT-1hand:1-1954, 4, 1, L
1, KLEIN-B-1, 10, I, L
1, CI-A-33, 41, V_curved, R
1, STEM-A-21, 4, 1, L
1, JUF-DINY, 17, S, R
1, LAAT-A-4, 27, B_bent, R
1, ENGELAND-A-9, 44, Baby_C, R
1, LOGISCH-11, 22, 1_curved, R
1, PT-1hand:1-255, 4, 1, R
1, NIET-A-44, 4, 1, L
1, VIA-1, 2, B, L
1, OMAN-1, 25, 5, L
1, 1000-A, 4, 1, R
1, JA-A-257, 23, Y, R
1, PT-1hand-1930, 4, 1, L
1, OOK-A-3, 2, B, R
1, INTERNAAT-B-13, 4, 1, L
1, PT-1hand-3103, 4, 1, R
1, COMMANDEREN, 4, 1, L
1, EVEN-DENKEN-D-58, 2, B, L
1, PT-1hand:1-771, 4, 1, R
1, HOUDEN-VAN-13, 2, B, R
1, MOETEN-A-37, 4, 1, L
1, PT-1hand-954, 4, 1, L
1, 3-B-17, 29, 3, L
1, PT-1hand:1-2074, 4, 1, R
1, NIET-A-82, 4, 1, R
1, RUIMTE-A-90, 25, 5, R
1, PT-1hand:1-2418, 4, 1, R
1, 2-A-55, 19, V, R
1, NIEUW-B-28, 23, Y, R
1, PT-1hand:1-768, 4, 1, R
1, LEUK-A-26, 16, Baby_beak_open, L
1, PT-1hand-944, 4, 1, R
1, PT-1hand:1-2171, 4, 1, R
1, PT-1hand:1-1742, 4, 1, L
1, ACHTER-D, 4, 1, R
1, MAN-A-21, 26, Beak_open, R
1, MOOI-A-146, 18, T, R
1, REMMEN-A-1, 17, S, R
1, PT-1hand-1554, 4, 1, R
1, PT-1hand-2029, 4, 1, R
1, PT-1hand-1738, 4, 1, R
1, PT-1hand:1-224, 4, 1, R
1, NU-A-132, 4, 1, L
1, NOG-B-2, 4, 1, L
1, KUNNEN-A-350, 17, S, R
1, PT-1hand-2744, 4, 1, L
1, PT-1hand:1-1774, 4, 1, L
1, PT-1hand-1920, 4, 1, R
1, PT-1hand-3631, 4, 1, L
1, GEWOON-B, 19, V, R
1, GOED-A-357, 1, A, L
1, GUYOT-6, 2, B, L
1, PT-1hand:1-567, 4, 1, R
1, PT-1hand-3733, 4, 1, R
1, PAKKEN-A-61, 25, 5, R
1, PT-1hand-599, 4, 1, L
1, GRONINGEN-51, 37, C_spread, R
1, KLEIN-B-34, 10, I, R
1, PT-1hand:1-2077, 4, 1, L
1, KRACHT-21, 17, S, R
1, HOREN-A-72, 4, 1, L
1, PT-1hand-4715, 4, 1, L
1, KOMEN-B-12, 2, B, L
1, DENKEN-193, 4, 1, R
1, HOREN-A-200, 4, 1, R
1, OPTILLEN-I-1, 3, C, R
1, GRAAG-A-46, 25, 5, L
1, SLAPEN-A-6, 2, B, R
1, OLIJF, 4, 1, L
1, KOMEN-A-16, 4, 1, L
1, PT-1hand-2960, 4, 1, L
1, PRATEN-A-63, 26, Beak_open, L
1, PT-1hand-3756, 4, 1, R
1, TOEVALLIG-A-9, 16, Baby_beak_open, R
1, PT-1hand:1-2334, 4, 1, L
1, DOOF-B-48, 9, N, L
1, PT-1hand:1-796, 4, 1, R
1, GOED-A-339, 1, A, L
1, PT-1hand-265, 4, 1, L
1, PT-1hand-1386, 4, 1, L
1, GAAN-54, 4, 1, R
1, PT-1hand:1-1983, 4, 1, L
1, PT-1hand-258, 4, 1, L
1, PT-1hand:1-1556, 4, 1, L
1, PT-1hand-1090, 4, 1, R
1, LONG-A, 2, B, L
1, POLEN-B, 4, 1, L
1, PT-1hand-4716, 4, 1, R
1, TELHAND-4, 17, S, L
1, SPONS-1, 37, C_spread, R
1, VROEGER-B-5, 2, B, R
1, PT-1hand:1-1333, 4, 1, R
1, MERKEN-A-5, 25, 5, R
1, MENS-38, 27, B_bent, R
1, PT-1hand-1656, 4, 1, R
1, DENKEN-62, 4, 1, R
1, VROEGER-A-147, 2, B, L
1, PT:up-8, 4, 1, L
1, PT-1hand-4087, 4, 1, L
1, PT-1hand-4895, 4, 1, L
1, 1-A-103, 4, 1, R
1, ERG-A-58, 18, T, R
1, KUNNEN-A-355, 17, S, R
1, 4-A-7, 30, 4, R
1, SCHRIKKEN-A-17, 25, 5, R
1, PORTUGAL-B-2, 4, 1, R
1, NIEUW-B-23, 23, Y, R
1, JARIG-B-7, 2, B, R
1, PT-1hand:1-437, 4, 1, L
1, PT-1hand-4020, 4, 1, R
1, PT-1hand-418, 4, 1, L
1, GEWOON-A-45, 4, 1, R
1, JUFFROUW-SANDERS, 22, 1_curved, R
1, PT-1hand-5, 4, 1, L
1, KLOPT-A-23, 11, K, L
1, PT-1hand:1-1720, 4, 1, R
1, NIET-A-148, 4, 1, R
1, PT-1hand:1-1836, 4, 1, R
1, GAAN-40, 4, 1, L
1, HOREN-A-174, 4, 1, R
1, PT-1hand-2812, 4, 1, R
1, KLEIN-B-58, 10, I, R
1, PT:down-31, 4, 1, R
1, PT-1hand-1792, 4, 1, L
1, MEER-A-71, 4, 1, L
1, PT-1hand:1-1819, 4, 1, R
1, VROEGER-A-114, 2, B, L
1, PT:down-79, 4, 1, R
1, PT-1hand-191, 4, 1, L
1, PT-1hand-1861, 4, 1, R
1, PT-1hand-819, 4, 1, R
1, PT-1hand-1439, 4, 1, R
1, HELPEN-C, 2, B, L
1, PT-1hand:1-1601, 4, 1, R
1, OOK-A-64, 2, B, L
1, GEWOON-A-20, 4, 1, R
1, PT-1hand-3565, 4, 1, L
1, REIKEN, 25, 5, R
1, VINGERSPELLEN-29, 37, C_spread, R
1, JARIG-B-6, 2, B, R
1, MEE-76, 17, S, L
1, VREEMD-B-5, 23, Y, R
1, OPLEIDING-3, 36, Money, R
1, PT-1hand:1-1194, 4, 1, L
1, WAT-C-5, 2, B, R
1, 1-A-31, 4, 1, L
1, PT-1hand-4780, 4, 1, R
1, PT-1hand-2745, 4, 1, R
1, GOED-A-72, 1, A, R
1, PT-1hand-4635, 4, 1, L
1, ZEIL-A-1, 2, B, R
1, VADER-A-14, 4, 1, L
1, GOED-A-382, 1, A, R
1, PT-1hand-918, 4, 1, R
1, GRAAG-B-6, 25, 5, L
1, DOOF-G, 17, S, R
1, MOETEN-A-111, 4, 1, R
1, PT-1hand-1535, 4, 1, L
1, MENS-72, 27, B_bent, R
1, PT-1hand:1-1788, 4, 1, R
1, WEG-B-56, 2, B, L
1, KRULLEN-1, 4, 1, R
1, KIJKEN-A-194, 19, V, L
1, PT-1hand-3867, 4, 1, R
1, ECHT-B-17, 9, N, L
1, PAKKEN-B-6, 26, Beak_open, L
1, PT-arc-20, 4, 1, L
1, RUIMTE-A-53, 25, 5, R
1, NIET-A-127, 4, 1, R
1, PT-1hand:1-1731, 4, 1, R
1, VROEGER-A-128, 2, B, L
1, PT-1hand:1-679, 4, 1, R
1, PT-1hand-3491, 4, 1, R
1, ANTWOORD-A-3, 18, T, R
1, PAULA-FIKKERT-1, 25, 5, R
1, PT-1hand-742, 4, 1, R
1, GOED-A-128, 1, A, L
1, NU-A-16, 4, 1, R
1, VEEL-A-29, 23, Y, R
1, 44-A, 30, 4, R
1, WAT-A-19, 4, 1, R
1, PT-1hand:1-2094, 4, 1, R
1, ORAAL-A-36, 41, V_curved, R
1, HOLLAND-A, 9, N, L
1, VOS-A-4, 3, C, R
1, RUIMTE-A-83, 25, 5, R
1, GRAPPIG-A-42, 1, A, R
1, MOETEN-A-125, 4, 1, R
1, PT-1hand-3567, 4, 1, L
1, KRIJGEN-B-15, 2, B, R
1, PAKKEN-A-36, 25, 5, L
1, DOOF-B-86, 9, N, R
1, PT-1hand-245, 4, 1, L
1, PT-1hand-412, 4, 1, R
1, CI-A-59, 41, V_curved, R
1, BIJ-A-30, 26, Beak_open, R
1, PT-1hand-1791, 4, 1, R
1, PAKKEN-A-94, 25, 5, L
1, VER-4, 4, 1, R
1, RUIMTE-A-122, 25, 5, L
1, TWEEEN-A-28, 19, V, L
1, DOOF-B-93, 9, N, R
1, WELZIJN-B, 21, W, R
1, POLITIE-A-6, 2, B, L
1, GA-MAAR-2, 2, B, R
1, VERWARD-A-12, 25, 5, R
1, PT-1hand-4128, 4, 1, R
1, JONG-A-18, 2, B, R
1, GRONINGEN-47, 37, C_spread, R
1, UUR-A, 4, 1, R
1, PT-1hand-27, 4, 1, R
1, PT-1hand:1-487, 4, 1, R
1, KUNNEN-A-387, 17, S, L
1, EMPOWERMENT-1, 37, C_spread, R
1, PT-1hand:1-1966, 4, 1, R
1, SNEL-A-5, 4, 1, R
1, NIET-A-125, 4, 1, R
1, ELS-VAN-DER-KOOIJ-1, 11, K, L
1, HEBBEN-A-89, 2, B, L
1, OOK-A-135, 2, B, R
1, NIEUW-A-22, 45, Baby_beak, L
1, PT-1hand:1-2031, 4, 1, R
1, VINDEN-B-8, 18, T, R
1, HOREN-B-4, 19, V, R
1, DOOF-A-223, 4, 1, R
1, BOWLEN-33, 17, S, L
1, WAT-A-21, 4, 1, R
1, VINDEN-B-11, 18, T, L
1, BOWLEN-18, 17, S, L
1, 1-A-244, 4, 1, L
1, HOREN-A-89, 4, 1, L
1, PT-1hand-1074, 4, 1, R
1, JA-A-339, 23, Y, R
1, KUNNEN-A-245, 17, S, L
1, DOOF-C-74, 4, 1, R
1, PT-1hand:1-353, 4, 1, L
1, #V-3, 19, V, R
1, PT-1hand-82, 4, 1, R
1, KRACHT-1, 17, S, R
1, UTRECHT-B-8, 17, S, R
1, PT-1hand-1725, 4, 1, L
1, PT-1hand:1-1898, 4, 1, L
1, KUNNEN-A-335, 17, S, R
1, PT-1hand-3755, 4, 1, R
1, WEER-1, 2, B, R
1, LOGOPEDIE-A-13, 27, B_bent, L
1, PT-1hand-4264, 4, 1, R
1, PT-1hand:1-1242, 4, 1, R
1, PT-1hand-4906, 4, 1, L
1, PT-1hand:1-993, 4, 1, R
1, JA-A-137, 23, Y, R
1, KIJKEN-A-221, 19, V, R
1, PT-1hand-3027, 4, 1, R
1, HEBBEN-B-8, 26, Beak_open, R
1, PT-1hand-468, 4, 1, R
1, PAKKEN-A-83, 25, 5, L
1, BEDOELEN-102, 4, 1, L
1, ANDERS-A-17, 1, A, R
1, PT-1hand-3192, 4, 1, L
1, PT-1hand:1-239, 4, 1, R
1, SENSEO-B-14, 41, V_curved, R
1, PT-1hand:1-1943, 4, 1, R
1, PT-1hand:1-290, 4, 1, R
1, HOREN-A-115, 4, 1, R
1, JA-A-232, 23, Y, R
1, PT-1hand:1-2667, 4, 1, L
1, NIET-A-115, 4, 1, R
1, SCHOOL-A-72, 18, T, L
1, PROBEREN-A-7, 9, N, R
1, PT-1hand-2866, 4, 1, R
1, PT-1hand-4392, 4, 1, L
1, DORP-20, 44, Baby_C, L
1, 1-A-63, 4, 1, R
1, FOUT-B-7, 4, 1, R
1, STEL-A-29, 2, B, R
1, VERZOEKEN-8, 2, B, R
1, MOETEN-A-87, 4, 1, R
1, ALS-B-26, 23, Y, L
1, HERINNEREN-C-1, 4, 1, L
1, DOOF-B-102, 9, N, L
1, INTERNAAT-B-19, 4, 1, R
1, PT-1hand:1-1416, 4, 1, L
1, PT-1hand:1-2339, 4, 1, R
1, PT-1hand-2788, 4, 1, R
1, KUNNEN-A-208, 17, S, L
1, PT-Bhand:1-40, 2, B, R
1, GOED-A-48, 1, A, R
1, PT-1hand-1955, 4, 1, L
1, SNUFFELEN-11, 9, N, L
1, DENKEN-9, 4, 1, L
1, BELANGRIJK-A-2, 4, 1, L
1, PT-1hand-2081, 4, 1, R
1, DOM-A-16, 17, S, R
1, PT-1hand-3296, 4, 1, L
1, RUSLAND-A-2, 4, 1, R
1, PT-1hand-788, 4, 1, L
1, PT-1hand-3905, 4, 1, R
1, HOREN-A-149, 4, 1, L
1, LOGISCH-8, 22, 1_curved, R
1, ERG-A-46, 18, T, L
1, EMOTIE-C-5, 2, B, R
1, NIET-A-188, 4, 1, R
1, WAT-A-99, 4, 1, R
1, GOED-A-183, 1, A, R
1, JA-A-374, 23, Y, R
1, DAN-B-31, 27, B_bent, R
1, PT-1hand-3760, 4, 1, L
1, PT-1hand-1261, 4, 1, R
1, PT-1hand:1-104, 4, 1, R
1, NEE-A-4, 9, N, R
1, KLOPT-B-27, 9, N, L
1, PT-1hand-664, 4, 1, L
1, DINSDAG-B-5, 4, 1, R
1, MOETEN-A-79, 4, 1, R
1, VINDEN-A-22, 2, B, L
1, 2-A-39, 19, V, R
1, 2-A-66, 19, V, L
1, JA-A-79, 23, Y, R
1, IEDEREEN-A-14, 1, A, R
1, ALS-B-17, 23, Y, R
1, PT-1hand:1-1762, 4, 1, R
1, NIET-A-217, 4, 1, L
1, PT-1hand-2469, 4, 1, R
1, SATE-B-1, 36, Money, R
1, LICHT-A-1, 14, O, R
1, EINDELIJK-A-3, 25, 5, R
1, PT-1hand-50, 4, 1, L
1, JA-A-433, 23, Y, R
1, WAT-B-24, 1, A, L
1, PT-1hand-1901, 4, 1, R
1, FOEI-1, 4, 1, R
1, VOLWASSEN-B-1, 2, B, L
1, PT-1hand:1-254, 4, 1, R
1, PT-1hand-1608, 4, 1, L
1, PT-1hand-288, 4, 1, R
1, PT-1hand-2662, 4, 1, R
1, GOED-A-332, 1, A, R
1, PT-1hand-4521, 4, 1, R
1, PT-1hand-4329, 4, 1, L
1, MEER-A-84, 4, 1, L
1, PT-1hand:1-2721, 4, 1, L
1, BIJ-A-10, 26, Beak_open, L
1, DOOF-A-177, 4, 1, L
1, SOMMIGEN-2, 4, 1, R
1, PT-1hand-2763, 4, 1, R
1, ANDERS-B-9, 23, Y, R
1, PAS-A-20, 27, B_bent, L
1, PT-1hand:1-1295, 4, 1, L
1, PT-1hand-3855, 4, 1, L
1, HEBBEN-C-5, 25, 5, R
1, #K-4, 11, K, R
1, NEE-B-12, 25, 5, R
1, STEL-A-16, 2, B, R
1, DOOF-C-35, 4, 1, R
1, PT-1hand:1-334, 4, 1, R
1, NIET-A-196, 4, 1, L
1, PT-1hand:1-1472, 4, 1, R
1, JONGEN-A-15, 26, Beak_open, R
1, AAP-35, 27, B_bent, L
1, REGIO-A-28, 25, 5, L
1, WINNEN-B-1, 13, M, L
1, PT-1hand-528, 4, 1, R
1, NAAM-C-8, 18, T, L
1, NADENKEN-B-1, 4, 1, R
1, OPNEMEN-A-72, 26, Beak_open, R
1, HEBBEN-A-62, 2, B, R
1, BEVER, 2, B, R
1, JONG-A-16, 2, B, R
1, SCHEIDSRECHTER-1, 16, Baby_beak_open, L
1, KUNNEN-A-93, 17, S, R
1, KEPPEL-1, 37, C_spread, R
1, PT-1hand-902, 4, 1, R
1, PT-1hand-2898, 4, 1, R
1, PT-1hand-2902, 4, 1, L
1, TEKST-IN-BEELD-1, 37, C_spread, L
1, PT-1hand-2348, 4, 1, L
1, GEWOON-A-49, 4, 1, R
1, PT-1hand:1-2646, 4, 1, L
1, PT-1hand:1-109, 4, 1, L
1, MOOI-A-65, 18, T, R
1, MOETEN-A-140, 4, 1, L
1, GOED-A-17, 1, A, R
1, DOOF-A-89, 4, 1, R
1, NEUS-3, 4, 1, L
1, PT-1hand-1558, 4, 1, R
1, #J-2, 10, I, R
1, KOFFER-A, 17, S, R
1, KUNNEN-A-180, 17, S, L
1, PT-1hand:1-587, 4, 1, R
1, HOUDEN-VAN-10, 2, B, R
1, CI-A-23, 41, V_curved, R
1, KUNNEN-A-53, 17, S, L
1, PT-1hand:1-1683, 4, 1, R
1, PT-1hand-3735, 4, 1, L
1, PT-1hand-3194, 4, 1, R
1, PT-1hand:1-1283, 4, 1, R
1, PT-1hand-1220, 4, 1, R
1, ORANJE-B, 37, C_spread, R
1, PT-1hand-3745, 4, 1, L
1, PT-1hand:1-2126, 4, 1, R
1, PT-1hand-4718, 4, 1, L
1, KLOK-A, 2, B, L
1, PT-1hand-4287, 4, 1, L
1, PT-1hand:1-2075, 4, 1, L
1, WAT-A-47, 4, 1, L
1, PT-1hand-1056, 4, 1, R
1, KOMEN-B-9, 2, B, R
1, OMDAT-A-27, 17, S, R
1, PT-1hand-1391, 4, 1, R
1, DENKEN-129, 4, 1, R
1, PT-1hand:1-509, 4, 1, R
1, HOREN-A-78, 4, 1, R
1, PT-1hand:1-2322, 4, 1, L
1, HOREN-A, 4, 1, R
1, PT-1hand-3482, 4, 1, L
1, GOED-A-58, 1, A, R
1, MUIS-C-6, 4, 1, R
1, PT-1hand:1-447, 4, 1, L
1, POST-2, 37, C_spread, L
1, NA-A-1, 9, N, R
1, HEBBEN-C-9, 25, 5, R
1, BALEN-C-1, 37, C_spread, R
1, PT-1hand:1-994, 4, 1, R
1, IETS-A-1, 36, Money, L
1, LIJKEN-OP-14, 26, Beak_open, R
1, VAN-A-75, 2, B, R
1, MERKEN-A-6, 25, 5, R
1, PT-1hand:1-112, 4, 1, R
1, PT-1hand-3604, 4, 1, R
1, VINDEN-A-48, 2, B, R
1, HOP:1-7, 4, 1, R
1, NORMANDIE, 4, 1, L
1, PT-1hand-4201, 4, 1, L
1, PT-1hand:1-2663, 4, 1, R
1, PT-1hand-2327, 4, 1, R
1, GEWOON-A-61, 4, 1, L
1, CI-AFDOEN-B, 41, V_curved, R
1, MAX-VONK, 13, M, R
1, DOKTER-A-5, 41, V_curved, L
1, PT-1hand-509, 4, 1, L
1, PT-1hand:1-2133, 4, 1, L
1, PT-1hand:1-309, 4, 1, R
1, PT-1hand:1-1590, 4, 1, R
1, EIGEN-B-4, 25, 5, L
1, PT-1hand:1-364, 4, 1, L
1, KRACHT-55, 17, S, L
1, PT-1hand:1-1581, 4, 1, R
1, 60-A-3, 1, A, R
1, PT-1hand:1-1338, 4, 1, R
1, PT-1hand:1-914, 4, 1, L
1, GEEL-A-2, 38, B_curved, L
1, KLEIN-B-16, 10, I, R
1, PT-1hand-480, 4, 1, R
1, AAN-JOU-8, 2, B, L
1, ANDERS-B-27, 23, Y, R
1, PT-1hand-2638, 4, 1, L
1, DURVEN-11, 17, S, R
1, SCHOOL-A-42, 18, T, R
1, VIES-A-1, 1, A, R
1, METEOOR, 3, C, R
1, PT-1hand:1-1978, 4, 1, R
1, DAN-A-152, 4, 1, R
1, SCHOOL-A-15, 18, T, R
1, PT-1hand-4138, 4, 1, L
1, JA-A-336, 23, Y, R
1, ANTWOORD-B, 9, N, R
1, JUNHUI-YANG-1, 9, N, R
1, MAN-A-16, 26, Beak_open, R
1, PT-1hand-3113, 4, 1, R
1, BESTELLEN-A, 4, 1, R
1, PT-1hand:1-500, 4, 1, L
1, MEISJE-A-5, 16, Baby_beak_open, R
1, PT-1hand:1-2096, 4, 1, R
1, OOK-D-2, 19, V, R
1, REGIO-B-34, 37, C_spread, R
1, PT-1hand-5017, 4, 1, R
1, BALEN-D-1, 4, 1, R
1, OMDAT-A-17, 17, S, R
1, BALEN-A-4, 17, S, R
1, LANG-A-10, 2, B, R
1, PT-1hand-3446, 4, 1, R
1, EIGENLIJK-8, 25, 5, R
1, VEEL-A-16, 23, Y, R
1, STEM-A-5, 4, 1, L
1, PRACHTIG-A, 18, T, R
1, ROEPEN-B-9, 38, B_curved, L
1, PT-1hand-3668, 4, 1, L
1, 20-A-1, 19, V, L
1, 2-A-65, 19, V, R
1, VROEGER-B-8, 2, B, R
1, DOOF-A-85, 4, 1, R
1, STEM-A-25, 4, 1, L
1, CREATIEF-1, 3, C, L
1, DENKEN-10, 4, 1, R
1, PT-1hand:1-2266, 4, 1, L
1, PT-1hand-392, 4, 1, L
1, MOETEN-A-41, 4, 1, R
1, PT-1hand-4819, 4, 1, R
1, PT-1hand-1076, 4, 1, R
1, ANDERS-A-15, 1, A, L
1, ANDERS-B-79, 23, Y, L
1, LOGOPEDIE-A-21, 27, B_bent, R
1, DEKSEL-A, 17, S, R
1, JONGEN-A-19, 26, Beak_open, R
1, PT-1hand-2720, 4, 1, R
1, ESTLAND, 1, A, R
1, VERSTAND-4, 22, 1_curved, R
1, 1-A-113, 4, 1, L
1, KUNNEN-A-153, 17, S, R
1, PT-1hand-679, 4, 1, L
1, MOOI-A-129, 18, T, R
1, NIEUW-A-18, 45, Baby_beak, R
1, VOORZIENINGEN, 19, V, R
1, PT-1hand-2421, 4, 1, R
1, KIJKEN-A-12, 19, V, L
1, KIJKEN-A-146, 19, V, R
1, REGIO-B-45, 37, C_spread, L
1, ANDERS-A-11, 1, A, L
1, PT-1hand:1-767, 4, 1, R
1, PT-1hand:1-2527, 4, 1, R
1, PT-1hand:1-1920, 4, 1, L
1, KIND-B-5, 27, B_bent, R
1, PT-1hand-1000, 4, 1, R
1, PT-1hand:1-983, 4, 1, R
1, SCHRIJVEN-A-2, 18, T, R
1, VOOR-D-4, 4, 1, R
1, DENKEN-54, 4, 1, R
1, PT-1hand-1200, 4, 1, L
1, EINDELIJK-A-4, 25, 5, R
1, PT-1hand:1-1361, 4, 1, L
1, SENSEO-C-3, 3, C, R
1, EIGEN-B-15, 25, 5, R
1, SCHILDEREN-A-4, 36, Money, R
1, PT-1hand-2792, 4, 1, R
1, VERDER-B-8, 2, B, R
1, PT-1hand-2979, 4, 1, L
1, PT-1hand:1-2049, 4, 1, L
1, NOG-NIET-9, 12, L, L
1, SENSEO-B-20, 41, V_curved, R
1, RESPECTEREN-1, 36, Money, L
1, PT-1hand-383, 4, 1, L
1, LACHEN-F-1, 2, B, L
1, MOOI-A-66, 18, T, R
1, SCHOOL-A-86, 18, T, R
1, JA-A-62, 23, Y, R
